page_selection13,page_selection2,page_selection5,page_selection6,page_selection7,page_selection9,page_selection10,page_selection11
Labrador Retriever,Male,10-13-2017 (4 Weeks),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-17-2017 (4 Weeks),Yes,No,$950 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,10-21-2017 (3 Weeks),Yes,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,11-08-2017 (8 Days),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,09-30-2017 (6 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,11-20-2017 (Unborn),Yes,No,$1075 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,12-07-2017 (Unborn),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,07-11-2017 (4 Months),No,No,$299 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,09-22-2017 (7 Weeks),No,No,$700 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
Labrador Retriever,Female,10-02-2017 (6 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Female,09-04-2017 (10 Weeks),No,No,$1100 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,11-01-2017 (15 Days),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,10-21-2017 (3 Weeks),No,No,$2200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,09-06-2017 (10 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Pedigree"
Labrador Retriever,Male,09-18-2017 (8 Weeks),Yes,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Pedigree"
Labrador Retriever,Male,08-10-2017 (14 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Female,09-03-2017 (10 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Male,10-30-2017 (17 Days),No,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,09-23-2017 (7 Weeks),No,No,$400 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Male,11-23-2017 (Unborn),Yes,No,$1600 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Male,07-24-2017 (16 Weeks),Yes,Yes,$850 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-08-2017 (5 Weeks),Yes,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Male,09-26-2017 (7 Weeks),No,No,$1100 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,10-13-2017 (4 Weeks),Yes,Yes,$2000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,N/A,10-22-2017 (3 Weeks),Yes,Yes,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-07-2017 (5 Weeks),No,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,07-30-2017 (15 Weeks),Yes,Yes,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Female,09-14-2017 (9 Weeks),No,No,$450 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,10-19-2017 (4 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,Male,09-08-2017 (9 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,11-10-2017 (6 Days),Yes,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Pedigree"
Labrador Retriever,Male,10-26-2017 (3 Weeks),Yes,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,08-02-2017 (15 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,08-13-2017 (13 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,10-12-2017 (5 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-04-2017 (6 Weeks),No,No,$650 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,04-11-2017 (7 Months),Yes,Yes,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,N/A,10-24-2017 (3 Weeks),Yes,Yes,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,11-09-2017 (7 Days),No,No,$900 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,09-23-2017 (7 Weeks),Yes,Yes,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-26-2017 (3 Weeks),Yes,No,$1250 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,05-31-2017 (5 Months),No,No,$150 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,Male,10-12-2017 (5 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-20-2017 (3 Weeks),No,No,$850 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,09-18-2017 (8 Weeks),Yes,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Labrador Retriever,Male,10-29-2017 (18 Days),Yes,Yes,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,10-25-2017 (3 Weeks),Yes,No,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,04-07-2017 (7 Months),Yes,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Travel crate"
Labrador Retriever,Female,09-30-2017 (6 Weeks),Yes,Yes,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,09-25-2017 (7 Weeks),No,No,$2000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,06-26-2011 (6 Years),No,No,$100 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,08-18-2017 (12 Weeks),Yes,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Male,09-20-2017 (8 Weeks),Yes,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,07-25-2017 (16 Weeks),No,No,$895 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,N/A,09-28-2017 (7 Weeks),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Female,08-11-2017 (13 Weeks),No,No,$700 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Female,08-19-2017 (12 Weeks),No,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,10-04-2017 (6 Weeks),Yes,Yes,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,08-08-2017 (14 Weeks),No,No,$350 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,06-25-2017 (4 Months),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,10-13-2017 (4 Weeks),No,Yes,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,08-26-2017 (11 Weeks),No,No,$400 USD Buyer tips,Worldwide,Registered/registerable
Labrador Retriever,Male,06-17-2017 (4 Months),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Male,09-09-2017 (9 Weeks),No,No,$350 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,11-16-2017 (Born Today!),Yes,No,$1600 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Male,11-29-2016 (11 Months),Yes,No,$900 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,08-06-2017 (14 Weeks),Yes,Yes,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Male,09-20-2017 (8 Weeks),Yes,No,$1000 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Female,06-28-2017 (4 Months),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Labrador Retriever,Male,09-27-2017 (7 Weeks),Yes,No,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,10-23-2017 (3 Weeks),No,No,$650 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,Male,09-05-2017 (10 Weeks),Yes,Yes,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,09-15-2017 (8 Weeks),Yes,No,$650 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-01-2017 (6 Weeks),No,No,$695 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,Male,09-16-2017 (8 Weeks),No,No,$400 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,08-26-2017 (11 Weeks),No,No,$300 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,N/A,09-10-2017 (9 Weeks),Yes,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Pedigree"
Labrador Retriever,Male,11-12-2017 (4 Days),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Male,10-04-2017 (6 Weeks),Yes,No,$700 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,09-20-2017 (8 Weeks),Yes,Yes,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-16-2017 (4 Weeks),No,No,$1000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,09-09-2017 (9 Weeks),No,No,$350 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-23-2017 (3 Weeks),No,No,$1000 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,10-16-2017 (4 Weeks),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,09-14-2017 (9 Weeks),No,No,$600 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,10-24-2017 (3 Weeks),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,10-14-2017 (4 Weeks),No,No,$300 USD Buyer tips,Worldwide,Current vaccinations
Labrador Retriever,Male,10-17-2017 (4 Weeks),No,No,$300 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,09-07-2017 (10 Weeks),No,No,$800 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Female,09-10-2017 (9 Weeks),No,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Female,09-08-2017 (9 Weeks),No,Yes,$700 USD Buyer tips,Worldwide,Current vaccinations
Labrador Retriever,Female,10-22-2017 (3 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Labrador Retriever,Female,09-27-2017 (7 Weeks),No,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-09-2017 (5 Weeks),No,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,11-20-2017 (Unborn),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,03-28-2017 (7 Months),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,10-26-2017 (3 Weeks),Yes,No,$975 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Labrador Retriever,Male,09-12-2017 (9 Weeks),Yes,Yes,$850 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Male,09-06-2017 (10 Weeks),Yes,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Male,10-22-2017 (3 Weeks),Yes,No,$900 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,09-25-2017 (7 Weeks),Yes,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,10-22-2017 (3 Weeks),Yes,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Labrador Retriever,Female,08-22-2017 (12 Weeks),No,No,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,09-24-2017 (7 Weeks),No,No,$300 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,09-20-2017 (8 Weeks),Yes,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-09-2017 (5 Weeks),Yes,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,08-19-2017 (12 Weeks),No,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,09-22-2017 (7 Weeks),Yes,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health certificate"
Labrador Retriever,Male,09-26-2017 (7 Weeks),No,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Female,10-07-2017 (5 Weeks),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,08-12-2017 (13 Weeks),No,No,$300 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
Labrador Retriever,Male,07-31-2017 (15 Weeks),No,No,$450 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Labrador Retriever,Female,10-24-2017 (3 Weeks),No,No,$3000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Labrador Retriever,Female,09-23-2017 (7 Weeks),No,No,$400 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Male,10-31-2017 (16 Days),No,No,$1200 USD (shipping included!) Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
Labrador Retriever,Female,09-10-2017 (9 Weeks),Yes,Yes,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,09-24-2017 (7 Weeks),Yes,No,$950 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Female,09-11-2017 (9 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,07-30-2017 (15 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Labrador Retriever,Female,10-02-2017 (6 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Labrador Retriever,Male,12-03-2015 (23 Months),No,No,$1350 USD Buyer tips,United States,Registered/registerable
Labrador Retriever,Male,02-27-2017 (8 Months),Yes,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,09-12-2017 (9 Weeks),Yes,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Male,09-07-2017 (10 Weeks),Yes,No,$800 USD Buyer tips,Select Areas,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Pedigree"
Labrador Retriever,Female,10-01-2017 (6 Weeks),Yes,No,$650 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Pedigree"
Labrador Retriever,Female,10-13-2017 (4 Weeks),No,Yes,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Male,10-26-2017 (3 Weeks),Yes,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
Labrador Retriever,Male,10-06-2017 (5 Weeks),Yes,No,$1500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
Labrador Retriever,Female,10-13-2017 (4 Weeks),No,No,$900 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Labrador Retriever,Male,10-03-2017 (6 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
Labrador Retriever,Female,06-12-2017 (5 Months),Yes,Yes,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Female,10-24-2017 (3 Weeks),No,No,$900 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Male,09-30-2017 (6 Weeks),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
Labrador Retriever,Female,10-24-2017 (3 Weeks),Yes,No,$1000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Labrador Retriever,Female,10-22-2017 (3 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
Labrador Retriever,Female,11-13-2017 (3 Days),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Labrador Retriever,Male,09-24-2015 (2 Years),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations"
