page_selection13,page_selection2,page_selection5,page_selection6,page_selection7,page_selection9,page_selection10,page_selection11
German Shepherd Dog,Male,08-09-2017 (14 Weeks),Yes,Yes,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-23-2017 (7 Weeks),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Female,09-05-2017 (10 Weeks),No,Yes,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-27-2017 (20 Days),Yes,Yes,$1500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-19-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,09-06-2017 (10 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,10-08-2017 (5 Weeks),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee"
German Shepherd Dog,Male,12-22-2017 (Unborn),Yes,No,$2500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-08-2017 (5 Weeks),No,No,$700 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,10-02-2017 (6 Weeks),Yes,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Male,09-05-2017 (10 Weeks),Yes,No,$1500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-15-2017 (4 Weeks),No,No,$600 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-26-2017 (3 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-11-2017 (5 Weeks),No,No,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Female,09-18-2017 (8 Weeks),Yes,Yes,$3500 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-01-2017 (10 Weeks),No,No,$195 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Travel crate"
German Shepherd Dog,Female,09-20-2017 (8 Weeks),No,No,$700 USD Buyer tips,Worldwide,Current vaccinations
German Shepherd Dog,N/A,09-20-2017 (8 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-15-2017 (8 Weeks),No,No,$400 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,10-23-2017 (3 Weeks),Yes,No,$950 USD (shipping included!) Buyer tips,Select Areas,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,08-14-2017 (13 Weeks),No,No,$795 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,11-01-2017 (15 Days),Yes,No,$1400 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Male,08-19-2017 (12 Weeks),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
German Shepherd Dog,Male,08-03-2017 (15 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,06-18-2014 (3 Years),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
German Shepherd Dog,Female,10-05-2017 (6 Weeks),Yes,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,07-07-2017 (4 Months),No,No,$1050 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-12-2017 (5 Weeks),No,No,$700 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,05-03-2017 (6 Months),No,No,$450 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,N/A,12-18-2017 (Unborn),Yes,No,$1800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-16-2017 (4 Weeks),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-10-2017 (5 Weeks),Yes,No,$950 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Male,01-23-2011 (6 Years),Yes,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Female,11-08-2017 (8 Days),No,No,$1250 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,08-13-2017 (13 Weeks),Yes,No,$700 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,08-24-2017 (12 Weeks),Yes,No,$1300 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-22-2017 (12 Weeks),No,No,$400 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Male,08-07-2017 (14 Weeks),No,No,$795 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,11-01-2017 (15 Days),Yes,No,$1400 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-09-2017 (9 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Female,11-19-2016 (11 Months),No,No,$7450 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-05-2017 (10 Weeks),No,No,$625 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Female,09-11-2017 (9 Weeks),No,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-23-2017 (12 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee"
German Shepherd Dog,Male,10-09-2017 (5 Weeks),No,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,09-21-2017 (8 Weeks),No,No,$700 USD Buyer tips,Worldwide,Current vaccinations
German Shepherd Dog,Female,08-30-2017 (11 Weeks),Yes,No,$1600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Male,09-20-2017 (8 Weeks),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Male,08-23-2017 (12 Weeks),No,Yes,$600 USD (shipping included!) Buyer tips,United States,"Registered/registerable, Current vaccinations, Pedigree, Travel crate"
German Shepherd Dog,Male,08-23-2017 (12 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee"
German Shepherd Dog,Male,08-31-2017 (11 Weeks),No,No,$450 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
German Shepherd Dog,Male,11-10-2017 (6 Days),Yes,No,$1000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Female,10-10-2017 (5 Weeks),Yes,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,08-14-2017 (13 Weeks),Yes,No,$795 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-05-2017 (6 Weeks),Yes,Yes,$600 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Pedigree"
German Shepherd Dog,Female,08-02-2017 (15 Weeks),No,No,$595 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Male,11-17-2017 (Unborn),Yes,Yes,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,09-09-2017 (9 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Female,08-06-2012 (5 Years),Yes,Yes,$2000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-11-2016 (14 Months),Yes,No,$1100 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
German Shepherd Dog,Female,07-17-2017 (4 Months),Yes,Yes,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-18-2017 (12 Weeks),No,Yes,$500 USD Buyer tips,Not available,Health guarantee
German Shepherd Dog,Female,11-07-2014 (3 Years),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Pedigree"
German Shepherd Dog,Female,07-07-2017 (4 Months),No,No,$600 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Female,08-14-2017 (13 Weeks),Yes,No,$795 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,03-20-2017 (7 Months),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Female,06-30-2017 (4 Months),Yes,No,$900 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,09-11-2017 (9 Weeks),No,No,$200 USD Buyer tips,United States,Current vaccinations
German Shepherd Dog,N/A,01-05-2018 (Unborn),Yes,Yes,$2000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-16-2017 (13 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
German Shepherd Dog,Male,10-15-2017 (4 Weeks),Yes,Yes,$750 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,N/A,11-28-2017 (Unborn),Yes,Yes,$1800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee"
German Shepherd Dog,Female,07-01-2017 (4 Months),No,No,$300 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health guarantee"
German Shepherd Dog,Male,09-20-2017 (8 Weeks),No,No,$900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Male,09-25-2017 (7 Weeks),No,No,$700 USD Buyer tips,Not available,"Health certificate, Health guarantee"
German Shepherd Dog,Female,08-13-2017 (13 Weeks),Yes,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-14-2017 (9 Weeks),No,Yes,$1300 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-15-2017 (8 Weeks),No,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Male,09-11-2017 (9 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Female,10-15-2017 (4 Weeks),Yes,No,$500 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Travel crate"
German Shepherd Dog,Male,08-13-2017 (13 Weeks),No,No,$450 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,09-29-2017 (6 Weeks),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,09-14-2017 (9 Weeks),No,No,$500 USD Buyer tips,Worldwide,
German Shepherd Dog,Male,09-30-2017 (6 Weeks),No,No,$1200 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Male,09-25-2017 (7 Weeks),No,No,$700 USD Buyer tips,Not available,"Health certificate, Health guarantee"
German Shepherd Dog,Female,09-27-2017 (7 Weeks),Yes,No,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-11-2017 (5 Weeks),No,No,$750 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
German Shepherd Dog,Female,09-29-2017 (6 Weeks),Yes,No,$1450 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,08-28-2017 (11 Weeks),No,No,$500 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-25-2017 (7 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-29-2017 (18 Days),Yes,Yes,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,10-23-2017 (3 Weeks),Yes,No,$2850 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-09-2017 (5 Weeks),No,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Travel crate"
German Shepherd Dog,Female,08-07-2017 (14 Weeks),No,No,$1250 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,07-07-2017 (4 Months),No,No,$1050 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-17-2017 (8 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,09-26-2017 (7 Weeks),Yes,No,$800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Pedigree"
German Shepherd Dog,Female,10-19-2017 (4 Weeks),No,No,$650 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,10-05-2017 (6 Weeks),No,No,$300 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,08-01-2017 (15 Weeks),No,No,$380 USD Buyer tips,United States,"Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Male,10-13-2017 (4 Weeks),Yes,Yes,$0 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Male,04-13-2017 (7 Months),Yes,No,$0 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
German Shepherd Dog,Male,08-05-2017 (14 Weeks),Yes,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-14-2017 (9 Weeks),Yes,Yes,$1200 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,09-04-2017 (10 Weeks),Yes,No,$1400 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-09-2017 (5 Weeks),No,No,$1100 USD Buyer tips,Not available,Current vaccinations
German Shepherd Dog,Male,10-28-2017 (19 Days),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,09-13-2017 (9 Weeks),No,No,$750 USD Buyer tips,United States,"Registered/registerable, Veterinarian examination, Pedigree"
German Shepherd Dog,Female,02-27-2018 (Unborn),No,No,$2000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Female,09-12-2017 (9 Weeks),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,10-15-2017 (4 Weeks),Yes,Yes,$750 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Female,04-13-2017 (7 Months),Yes,Yes,$650 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,N/A,11-28-2017 (Unborn),Yes,Yes,$1800 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Health certificate, Health guarantee"
German Shepherd Dog,Female,09-12-2017 (9 Weeks),No,No,$1500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,09-17-2017 (8 Weeks),Yes,Yes,$1600 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-12-2017 (5 Weeks),No,No,$750 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
German Shepherd Dog,Female,10-28-2017 (19 Days),No,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,09-14-2017 (9 Weeks),Yes,Yes,$1300 USD (shipping included!) Buyer tips,Worldwide,"Registered/registerable, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,08-29-2017 (11 Weeks),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-08-2017 (9 Weeks),Yes,Yes,$1000 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Female,10-29-2017 (18 Days),Yes,Yes,$1800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Pedigree"
German Shepherd Dog,Female,01-23-2016 (21 Months),Yes,Yes,$1900 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Female,09-09-2017 (9 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations"
German Shepherd Dog,Male,10-13-2017 (4 Weeks),Yes,Yes,$0 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,11-25-2017 (Unborn),Yes,No,$950 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,06-20-2017 (4 Months),No,No,$500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Female,08-12-2017 (13 Weeks),Yes,No,$1100 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-23-2017 (7 Weeks),No,No,$695 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-22-2017 (12 Weeks),No,No,$400 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,10-04-2017 (6 Weeks),Yes,No,$2200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,03-06-2017 (8 Months),Yes,No,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,10-10-2017 (5 Weeks),Yes,No,$950 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate"
German Shepherd Dog,Female,10-04-2017 (6 Weeks),Yes,No,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Female,08-18-2017 (12 Weeks),Yes,No,$850 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-02-2017 (10 Weeks),Yes,No,$1200 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,07-03-2017 (4 Months),Yes,No,$550 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee, Pedigree"
German Shepherd Dog,Male,10-04-2017 (6 Weeks),No,No,$800 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
German Shepherd Dog,Male,09-22-2017 (7 Weeks),No,No,$575 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Pedigree"
German Shepherd Dog,Male,10-23-2017 (3 Weeks),Yes,No,$1950 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,04-27-2017 (6 Months),No,No,$2500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,09-04-2017 (10 Weeks),Yes,No,$450 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
German Shepherd Dog,Female,08-10-2017 (14 Weeks),Yes,Yes,$800 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Male,04-08-2017 (7 Months),No,No,$2500 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
German Shepherd Dog,Female,10-09-2017 (5 Weeks),No,No,$500 USD Buyer tips,Worldwide,"Current vaccinations, Veterinarian examination"
German Shepherd Dog,Male,09-15-2017 (8 Weeks),No,No,$400 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination"
German Shepherd Dog,Female,10-10-2017 (5 Weeks),No,No,$550 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee"
